event layer r x y z
166 0 291.389 283.736 66.3449 -5.29217
166 1 389.699 377.046 98.4954 11.9508
166 2 564.866 542.583 157.092 61.8717
166 3 571.676 548.939 159.624 60.4585
166 4 762.118 727.957 225.614 123.297
166 5 769.046 734.15 229.032 122.443
166 6 999.203 949.176 312.203 171.602
166 7 1005.99 955.276 315.379 170.917
167 0 294.253 259.659 138.426 28.3005
167 1 388.773 347.895 173.534 60.1582
167 1 388.851 347.697 174.104 60.1739
167 2 565.417 510.934 242.164 86.1196
167 3 572.01 516.971 244.817 84.6161
167 4 766.441 694.818 323.511 123.768
167 5 773.003 700.878 326.042 122.013
167 6 1006.27 911.899 425.47 172.444
167 7 1012.81 917.939 427.982 170.106
167 6 989.282 896.598 418.081 170.132
167 7 995.751 902.525 420.675 172.43
168 0 296.013 272.968 114.508 151.854
168 0 287.674 265.297 111.238 150.195
168 0 293.966 259.867 137.423 219.281
168 1 401.931 370.816 155.062 184.006
168 1 389.293 346.616 177.218 182.451
168 1 394.985 336.122 207.45 183.283
168 1 395.034 336.048 207.663 183.289
168 2 558.672 516.229 213.592 208.789
168 3 565.25 522.28 216.173 208.799
168 4 757.484 702.066 284.402 220.733
168 5 764.001 708.173 286.686 269.437
168 6 993.152 924.794 362.087 268.762
168 7 999.422 931.151 363.046 269.83
169 0 295.221 284.019 80.5504 -12.7755
169 1 394.725 373.989 126.253 12.677
169 2 556.315 518.407 201.842 36.6698
169 3 563.07 524.284 205.363 37.2763
169 4 760.723 699.256 299.567 73.5177
169 5 767.561 705.092 303.309 72.9976
169 6 1004.91 913.078 419.676 123.907
169 7 1011.84 918.777 423.866 121.832
170 1 396.966 393.841 49.715 61.3182
170 2 553.137 544.087 99.6506 84.569
170 3 559.749 550.459 101.553 86.1609
170 4 767.72 749.594 165.841 123.899
170 5 774.377 756.081 167.337 121.872
170 6 1000.62 972.595 235.155 171.781
170 7 1007.14 978.982 236.505 170.772
171 1 404.973 397.206 78.9311 13.6997
171 2 561.718 542.923 144.089 13.1501
171 3 568.506 549.28 146.597 12.414
171 4 762.255 727.914 226.216 25.3123
171 5 768.839 734.214 228.128 24.4664
171 6 1001.4 947.98 322.702 73.8769
171 7 1008.17 954.097 325.728 72.6463
172 0 292.059 274.278 100.351 155.495
172 1 398.9 372.047 143.884 183.713
172 2 558.007 516.821 210.401 208.705
172 3 564.615 522.844 213.13 208.879
172 4 759.935 699.916 296.005 269.424
172 5 766.785 705.738 299.821 269.09
172 6 1000.85 916.764 401.556 319.426
172 7 1007.71 922.508 405.524 318.319
173 0 287.221 283.35 46.9988 102.461
173 1 389.652 377.082 98.1706 134.134
173 2 552.493 522.579 179.332 158.266
173 3 559.215 528.433 182.976 160.06
173 4 756.964 702.543 281.83 171.049
173 5 763.492 708.64 284.162 171.504
173 6 1001.57 916.087 404.884 221.514
173 7 1008.12 922.117 407.447 220.268
174 0 293.573 260.157 136.027 125.854
174 1 409.35 368.191 178.893 136.246
174 1 388.456 348.728 171.133 133.9
174 2 567.958 509.182 251.613 160.178
174 2 565.437 510.92 242.238 184.122
174 2 565.748 510.7 243.426 184.153
174 2 564.129 511.864 237.142 159.795
174 2 564.575 511.539 238.899 184.033
174 3 570.58 518.007 239.227 158.572
174 4 763.959 696.675 313.493 221.503
174 5 770.83 702.501 317.286 220.245
174 6 1002.52 915.214 409.174 221.628
174 7 1008.94 921.365 411.145 220.17
175 0 292.166 261.233 130.838 -27.2505
175 1 405.907 369.353 168.34 -11.8468
175 2 559.548 515.473 217.674 12.8969
175 3 566.078 521.565 220.032 12.6967
175 4 756.458 703.015 279.282 24.5979
175 5 762.85 709.241 280.922 25.2063
175 6 990.923 927.488 348.848 72.4107
175 7 997.461 933.528 351.36 74.1399
176 0 295.789 240.877 171.665 -56.8515
176 1 394.362 337.079 204.692 -37.1841
176 2 552.241 488.671 257.237 -37.979
176 3 558.513 494.916 258.835 -36.0143
176 4 766.712 694.621 324.576 -24.0208
176 5 772.846 700.993 325.423 -25.7873
176 6 999.03 918.525 392.903 25.1965
176 7 1005.46 924.675 394.874 24.6018
177 6 990.875 927.548 348.552 464.403
177 7 997.354 933.663 350.695 466.158
178 1 401.297 327.757 231.549 -12.2531
178 2 560.137 474.168 298.193 12.9675
178 3 566.452 480.144 300.55 12.6515
178 4 761.51 660.285 379.368 73.61
178 5 768.167 665.907 382.946 72.9269
178 6 999.418 880.242 473.296 73.6296
178 7 1005.64 886.491 474.806 72.9623
179 0 295.878 240.784 171.95 -26.2505
179 1 395.669 335.107 210.373 -12.836
179 2 556.694 479.777 282.352 60.9139
179 2 554.539 483.775 271.063 36.4107
179 2 555.795 481.39 277.798 60.7882
179 2 556.955 479.324 283.632 60.9492
179 2 557.56 478.291 286.549 61.0297
179 2 557.535 478.333 286.43 36.8347
179 3 560.977 489.608 273.823 37.5806
179 3 561.041 489.482 274.179 37.5707
179 3 564.062 483.99 289.688 37.1429
179 4 755.01 669.56 348.898 72.7817
179 5 761.538 675.357 351.898 73.7709
179 6 993.408 889.296 442.733 122.417
179 7 999.971 895.058 445.884 123.363
180 0 293.717 273.703 106.567 185.48
180 1 403.79 370.113 161.438 209.598
180 2 566.074 510.471 244.662 233.802
180 3 572.975 516.293 248.479 232.136
180 4 754.097 671.032 344.061 268.65
180 5 760.826 676.5 348.144 269.873
180 6 1000.72 878.449 479.35 319.41
180 7 1007.67 883.697 484.238 318.323
181 1 402.852 396.392 71.8584 37.7062
181 2 560.751 543.034 139.839 37.2312
181 3 567.544 549.39 142.397 36.715
181 3 567.595 549.384 142.623 36.7091
181 3 568.099 549.326 144.836 60.8432
181 4 762.468 727.848 227.145 73.7199
181 5 769.248 734.088 229.909 72.8033
181 6 1003.88 946.693 334.0 123.789
181 7 1010.89 952.693 338.052 121.94
182 0 291.352 283.733 66.195 106.861
182 1 392.325 375.306 114.3 134.556
182 2 554.573 520.186 192.245 158.608
182 3 561.316 526.054 195.814 159.721
182 4 758.974 700.741 291.552 171.306
182 5 765.53 706.811 294.032 171.243
182 5 765.578 706.77 294.255 171.237
182 5 765.641 706.715 294.552 171.229
182 5 766.622 705.876 299.079 171.109
182 5 765.694 706.669 294.8 220.839
182 5 765.917 706.476 295.839 220.812
182 5 766.013 706.394 296.284 220.8
182 6 1002.93 914.838 411.023 221.677
182 7 1009.56 920.793 413.955 220.095
183 0 290.813 274.741 95.3395 162.928
183 1 398.631 372.163 142.833 183.686
183 2 558.417 516.454 212.38 232.949
183 3 565.083 522.427 215.381 233.011
183 4 760.922 699.091 300.457 269.541
183 5 767.428 705.202 302.715 269.013
183 6 1001.36 916.283 403.923 319.489
183 7 1007.99 922.243 406.83 366.668
184 0 290.659 274.801 94.6923 -4.6505
184 1 397.523 372.65 138.406 12.995
184 2 556.839 517.902 204.564 60.9335
184 3 563.405 523.963 207.094 61.4222
184 4 758.842 700.856 290.933 122.906
184 5 765.552 706.792 294.132 122.857
184 6 1000.16 917.421 398.327 171.724
184 7 1006.72 923.446 400.913 170.825
185 0 288.347 264.603 114.584 125.529
185 1 401.221 371.094 152.536 159.748
185 3 563.672 523.711 208.455 209.003
185 4 755.472 703.96 274.187 268.846
185 5 762.198 709.864 277.558 269.679
185 6 992.495 925.567 358.29 318.278
185 7 999.081 931.552 361.074 319.499
186 1 405.011 397.221 79.0564 37.8946
186 2 562.872 542.795 148.994 85.8527
186 3 569.903 549.126 152.481 84.836
186 4 765.767 726.864 240.972 123.697
186 5 772.628 733.084 244.013 122.052
186 6 990.321 928.255 345.076 170.311
186 7 996.916 934.22 347.958 172.23
187 0 287.691 276.075 80.926 49.4265
187 1 393.785 374.482 121.777 60.9433
187 2 553.301 521.607 184.577 84.5965
187 3 559.89 527.631 187.304 86.1373
187 3 560.409 527.039 190.495 86.0529
187 4 753.945 705.491 265.924 122.245
187 5 760.669 711.386 269.345 123.513
187 6 994.255 923.535 368.274 122.543
187 7 1000.7 929.686 370.245 123.255
188 1 404.105 396.878 76.0819 209.625
188 2 559.803 543.147 135.538 233.119
188 3 566.54 549.508 137.87 232.833
188 4 758.503 729.139 209.002 269.247
188 5 765.091 735.438 210.938 269.298
188 6 995.625 951.264 293.881 318.739
188 7 1002.12 957.529 295.608 319.051
189 1 403.41 396.61 73.7576 111.564
189 2 559.64 543.167 134.784 135.1
189 3 566.359 549.53 137.04 134.854
189 4 758.816 729.032 210.508 171.286
189 5 765.53 735.288 213.046 171.243
189 6 996.53 950.717 298.68 220.865
189 7 1003.3 956.819 301.832 220.888
190 0 295.286 241.407 170.05 -5.7505
190 1 397.745 332.212 218.714 13.0186
190 2 560.049 474.302 297.814 37.1488
190 3 566.556 479.984 301.0 36.8308
190 4 767.054 653.517 401.607 74.2145
190 4 767.245 653.297 402.329 74.2341
190 5 773.889 658.941 405.835 72.3047
190 6 993.961 846.163 521.505 122.5
190 7 1000.6 851.463 525.567 123.269
191 0 289.91 247.845 150.403 38.5755
191 0 289.651 248.203 149.31 86.1525
191 0 292.885 244.085 161.877 124.177
191 0 294.088 242.711 166.07 122.59
191 0 290.399 247.183 152.422 138.128
191 0 291.592 245.647 157.11 156.295
191 0 292.772 244.217 161.473 159.829
191 0 289.106 248.979 146.942 195.363
191 0 289.978 247.751 150.688 199.279
191 0 290.914 246.508 154.481 182.213
191 1 391.109 342.722 188.436 60.5684
191 2 568.115 509.077 252.182 111.81
191 3 574.601 515.183 254.466 109.786
191 3 557.069 498.586 248.472 112.088
191 4 765.495 695.515 319.752 172.052
191 5 772.083 701.557 322.381 170.493
191 6 999.629 917.938 395.787 221.273
191 7 1006.03 924.118 397.61 220.529
192 1 401.346 327.699 231.715 -36.4402
192 2 560.454 473.689 299.545 13.0048
192 3 566.882 479.489 302.4 12.6005
192 4 763.84 657.341 389.044 73.873
192 5 770.5 662.962 392.621 72.6639
192 6 1005.62 872.147 500.626 123.988
192 7 1012.2 877.888 503.849 121.791
192 6 988.99 857.477 492.784 121.697
192 7 995.5 863.053 496.144 124.092
193 0 290.368 274.915 93.4642 198.913
193 1 396.404 373.165 133.73 233.064
193 2 555.05 519.681 194.966 280.871
193 3 561.728 525.623 198.139 281.851
193 4 755.481 703.951 274.236 318.464
193 5 762.018 710.038 276.618 319.32
193 6 994.747 922.989 370.962 366.998
193 7 1001.14 929.194 372.661 367.575
194 0 295.61 241.064 171.095 241.405
194 1 394.173 337.376 203.837 256.992
194 2 570.526 507.509 260.643 282.608
194 2 551.864 489.561 254.724 280.343
194 3 558.14 495.814 256.297 282.447
194 4 765.934 695.189 321.508 319.715
194 5 772.219 701.456 322.926 318.095
194 6 998.776 918.775 391.671 367.547
194 7 1005.12 925.011 393.221 367.029
195 0 289.469 275.28 89.5144 -67.5515
195 1 395.759 373.474 130.93 -37.0172
195 2 554.466 520.3 191.626 12.2079
195 3 561.075 526.31 194.429 13.3738
195 4 753.99 705.445 266.172 72.6345
195 5 760.611 711.446 269.023 73.9044
195 6 991.56 926.695 352.743 122.131
195 7 999.306 931.286 362.38 171.847
195 7 999.68 930.85 364.525 171.791
195 7 998.01 932.846 354.714 123.668
196 0 293.8 283.919 75.5514 73.7765
196 1 391.999 375.501 112.525 84.8929
196 2 570.591 542.028 178.267 112.039
196 2 551.352 524.069 171.292 109.67
196 3 557.876 530.161 173.65 111.923
196 4 767.933 726.253 249.555 123.921
196 5 774.377 732.591 250.939 121.872
196 5 756.618 715.953 244.708 124.164
196 6 1003.25 947.015 331.176 172.099
196 7 1009.79 953.251 333.152 170.452
197 0 289.848 263.182 121.438 126.504
197 1 406.175 369.259 169.19 160.184
197 2 563.64 512.227 235.188 183.935
197 3 570.215 518.278 237.767 182.803
197 3 571.396 517.411 242.443 182.679
197 4 765.841 695.258 321.137 221.705
197 5 772.348 701.36 323.445 220.082
197 6 1006.17 911.989 425.026 270.432
197 7 1012.62 918.105 427.169 268.128
197 6 989.215 896.727 417.646 268.12
197 7 995.628 902.761 419.879 270.452
198 1 401.831 327.13 233.355 61.805
198 2 560.807 473.16 301.039 85.6211
198 3 567.115 479.136 303.395 85.1481
198 4 763.852 657.326 389.091 123.491
198 5 770.346 663.153 391.996 122.298
198 6 1004.62 873.383 496.453 172.258
198 7 1011.35 878.946 500.279 170.271
199 1 405.531 323.029 245.168 86.3218
199 2 563.707 469.036 312.683 135.559
199 3 570.056 474.92 315.301 134.436
199 4 765.347 655.516 395.037 172.036
199 5 771.568 661.666 396.882 170.548
199 6 1002.24 876.434 486.153 221.595
199 7 1008.64 882.418 488.555 268.589
200 1 404.636 397.08 77.832 160.054
200 2 558.782 543.273 130.735 208.803
200 3 565.565 549.627 133.318 208.759
200 4 756.595 729.815 199.516 269.0
200 5 763.329 736.06 202.205 269.526
200 6 993.882 952.357 284.282 318.488
200 7 1000.35 958.639 285.859 319.306
201 0 295.71 258.637 143.359 -15.213
201 0 287.764 251.029 140.686 -16.1255
201 1 389.037 347.235 175.435 -13.7978
201 2 563.364 512.433 234.074 13.3306
201 3 569.83 518.567 236.21 12.2688
201 4 760.817 699.178 299.987 25.1455
201 5 767.185 705.403 301.627 24.6587
201 6 995.798 921.845 376.583 73.1468
201 6 996.852 920.731 382.056 73.292
201 6 996.967 920.611 382.648 73.3077
201 7 1002.37 927.855 379.243 73.4
202 1 394.612 392.646 39.3424 12.6633
202 2 570.663 563.275 91.5305 62.4291
202 2 551.158 544.452 85.7175 60.0149
202 3 557.812 550.812 88.0984 62.3192
202 4 763.143 748.824 147.139 123.412
202 5 770.026 755.351 149.616 122.333
202 6 996.321 973.16 213.577 171.219
202 7 1002.89 979.541 215.153 171.327
203 0 288.495 283.481 53.5558 21.3505
203 1 406.628 397.814 84.2051 62.2211
203 2 556.935 543.514 121.531 85.1383
203 3 563.439 549.904 122.754 85.6093
203 4 768.695 749.749 169.612 123.997
203 5 775.325 756.232 171.007 170.159
203 4 750.735 732.223 165.688 121.734
203 5 757.074 738.63 166.094 124.084
203 6 996.43 973.145 214.155 220.851
203 7 1003.05 979.518 216.008 220.922
204 0 288.226 264.725 113.996 142.029
204 1 400.662 371.317 150.51 159.695
204 2 555.873 518.842 199.492 208.416
204 3 562.323 525.017 201.405 209.189
204 4 752.972 706.518 260.383 268.481
204 5 759.487 712.629 262.641 270.073
204 6 1004.39 946.436 336.25 319.848
204 7 1010.79 952.744 337.602 317.952
205 1 406.262 397.681 83.055 209.808
205 2 559.868 543.139 135.84 233.127
205 3 566.556 549.506 137.945 232.831
205 4 756.801 729.74 200.57 269.027
205 5 763.299 736.07 202.054 269.53
205 6 992.08 953.554 273.783 318.213
205 7 998.478 959.887 274.911 319.593
206 0 287.005 283.326 45.8074 -35.8005
206 0 287.431 283.372 48.1319 -21.0505
206 0 288.345 283.466 52.8185 -31.288
206 0 290.79 283.687 63.8788 -25.3255
206 0 293.6 283.905 74.8266 -27.8755
206 1 388.341 378.17 88.2933 -13.9411
206 2 566.848 542.383 164.737 37.8789
206 3 573.794 548.726 167.747 36.0555
206 4 768.29 726.155 250.935 74.3401
206 5 775.012 732.416 253.398 72.1909
206 4 750.211 709.709 243.167 72.026
206 5 756.779 715.751 245.795 74.5187
206 6 990.398 928.155 345.569 121.94
206 7 996.909 934.23 347.909 123.848
207 0 292.269 244.816 159.644 -55.6515
207 1 391.237 342.475 189.149 -37.612
207 2 564.141 511.855 237.191 13.4131
207 3 570.605 517.989 239.327 12.1863
207 4 758.053 701.553 287.173 73.1899
207 5 764.687 707.554 290.025 73.3489
207 6 1006.66 945.326 345.998 124.103
207 7 1013.29 951.514 348.4 121.669
207 6 989.866 928.847 342.167 121.85
207 7 996.422 934.862 344.803 123.931
208 1 387.777 378.716 83.342 -112.071
208 2 566.995 542.368 165.29 -84.4984
208 3 574.152 548.691 169.08 -86.3709
208 4 751.609 708.036 252.195 -74.3185
208 5 758.264 713.986 255.32 -72.3165
208 6 994.475 923.289 369.483 -25.2417
208 7 1001.32 928.999 373.622 -24.6509
209 1 401.867 327.088 233.474 -12.2001
209 2 560.734 473.269 300.731 37.2292
209 3 567.188 479.027 303.704 36.7562
209 4 763.114 658.242 386.083 73.7925
209 5 769.405 664.325 388.145 72.7856
209 6 1001.92 876.856 484.73 171.94
209 7 1008.6 882.461 488.41 170.593
210 1 407.491 398.122 86.8796 184.483
210 2 564.631 542.607 156.161 209.464
210 3 571.644 548.942 159.498 208.078
210 4 766.617 726.621 244.385 270.169
210 4 767.437 726.39 247.623 270.254
210 4 770.411 725.583 258.965 222.166
210 4 768.427 726.117 251.462 270.354
210 4 766.63 726.617 244.435 221.787
210 4 768.322 726.146 251.06 221.96
210 5 773.495 732.837 247.476 219.962
210 5 773.622 732.801 247.978 268.332
210 5 773.717 732.775 248.354 268.322
210 5 774.648 732.516 251.993 219.844
210 5 774.745 732.489 252.37 219.834
210 5 776.718 731.955 259.873 268.022
210 5 773.915 732.719 249.133 219.919
210 5 773.261 732.903 246.547 268.37
210 5 773.305 732.891 246.723 219.982
210 6 989.597 929.203 340.417 268.187
210 7 996.178 935.183 343.225 270.356
211 1 399.075 330.479 223.705 13.156
211 2 557.174 478.946 284.699 60.9786
211 3 563.55 484.863 287.222 61.4026
211 4 756.826 666.776 358.044 122.647
211 5 763.275 672.691 360.66 123.149
211 6 993.01 889.953 440.514 170.74
211 7 999.281 896.202 442.024 171.851
212 1 398.586 331.106 221.899 135.298
212 2 556.118 480.802 279.458 134.642
212 3 562.355 486.988 281.222 135.376
212 4 755.121 669.384 349.476 170.797
212 5 761.51 675.401 351.754 171.775
212 6 991.232 893.004 430.214 220.078
212 7 997.79 898.767 433.364 221.703
213 0 291.559 245.688 156.983 155.303
213 1 392.177 340.726 194.188 182.918
213 2 569.539 508.142 257.228 209.943
213 3 575.976 514.275 259.364 207.656
213 2 551.312 490.922 250.881 207.662
213 3 557.707 496.898 253.238 209.957
213 4 766.109 695.061 322.201 270.116
213 5 772.828 701.007 325.349 268.415
213 6 999.274 918.284 394.086 319.228
213 7 1005.93 924.209 397.166 318.541
214 0 293.982 283.933 76.2096 242.547
214 1 391.43 375.854 109.324 256.617
214 2 567.521 542.317 167.252 307.753
214 3 574.376 548.669 169.91 305.808
214 4 763.284 727.598 230.658 319.428
214 4 764.488 727.237 235.728 367.944
214 5 772.12 733.23 241.955 366.489
214 5 769.674 733.957 231.742 318.372
214 6 997.346 950.236 302.905 367.359
214 7 1003.73 956.566 304.056 367.214
215 1 395.31 393.014 42.5418 36.9387
215 2 552.849 544.136 97.7644 84.52
215 3 559.632 550.479 100.799 86.1805
215 4 770.513 750.031 176.474 124.176
215 4 751.278 731.971 169.226 121.826
215 5 758.06 738.174 172.493 123.917
215 6 989.563 955.362 257.911 170.181
215 7 996.315 961.436 261.312 172.332
216 0 293.099 260.512 134.314 -36.9255
216 1 405.742 369.411 167.815 -11.8605
216 2 558.562 516.325 213.073 12.7752
216 3 564.923 522.569 214.614 12.84
216 4 754.624 704.799 269.66 72.7267
216 5 761.193 710.855 272.214 73.82
216 6 1005.69 945.796 341.874 123.995
216 7 1012.29 952.001 344.126 121.781
216 6 989.09 929.885 337.064 121.715
216 7 995.621 935.93 339.552 124.07
217 1 400.058 329.25 227.247 -60.7549
217 2 558.505 476.729 290.96 -37.0486
217 3 564.794 482.772 293.127 -36.9603
217 4 759.148 663.45 368.971 -24.8727
217 5 765.341 669.709 370.455 -24.9335
217 6 995.919 885.33 456.121 24.7804
217 7 1002.34 891.307 458.548 25.0199
218 1 408.736 398.557 90.6533 -35.8101
218 3 569.848 549.132 152.255 12.2668
218 4 762.038 727.982 225.263 73.6708
218 5 768.919 734.189 228.479 72.8406
218 6 1000.49 948.47 318.402 123.381
218 7 1007.05 954.692 320.504 122.4
219 0 289.848 247.93 150.141 219.956
219 1 391.152 342.64 188.673 232.383
219 2 569.207 508.357 256.066 258.296
219 3 575.744 514.427 258.546 280.253
219 2 551.08 491.518 249.198 255.999
219 3 557.431 497.612 251.222 258.396
219 4 768.186 693.566 330.265 319.946
219 5 774.901 699.517 333.389 317.819
219 4 750.598 677.259 323.602 317.711
219 5 757.165 682.976 326.868 320.068
219 6 1004.66 913.298 418.592 368.262
219 7 1011.42 919.143 422.065 366.264
220 0 290.807 283.688 63.9538 130.329
220 1 389.847 376.936 99.4962 158.36
220 3 573.686 548.736 167.345 207.874
220 4 765.507 726.939 239.918 221.67
220 5 772.268 733.187 242.557 268.474
220 6 1003.33 946.975 331.525 319.725
220 7 1010.22 953.034 335.052 318.019
221 1 399.231 330.281 224.276 -85.0283
221 2 558.058 477.46 288.897 -37.1056
221 3 564.503 483.251 291.775 -36.923
221 4 759.913 662.403 372.412 25.0375
221 5 766.448 668.185 375.461 24.747
221 5 766.513 668.097 375.75 24.7392
221 5 767.069 667.35 378.205 24.6725
221 5 767.119 667.284 378.422 24.6666
221 5 767.202 667.174 378.783 24.6568
221 5 767.351 666.977 379.433 24.6391
221 5 767.617 666.625 380.588 24.6077
221 6 999.68 879.878 474.526 73.663
221 7 1006.04 885.934 476.687 72.9112
222 0 292.145 283.796 69.3443 58.0598
222 1 391.297 375.939 108.549 84.7889
222 1 392.26 375.344 113.95 84.9302
222 1 392.33 375.303 114.326 84.94
222 2 551.551 523.798 172.752 133.9
222 3 558.164 529.772 175.753 136.059
222 4 752.11 707.467 255.263 170.346
222 5 758.587 713.619 257.298 172.215
222 6 991.848 926.344 354.469 268.56
222 6 993.701 924.162 365.193 268.844
222 7 998.598 932.129 358.239 269.957
222 7 1000.57 929.826 369.554 269.657
223 1 404.537 397.042 77.5073 -11.9626
223 2 560.253 543.093 137.6 12.9813
223 3 567.071 549.445 140.284 36.7699
223 4 758.518 729.134 209.077 73.2488
223 5 765.278 735.374 211.841 73.2743
223 6 994.715 951.828 288.931 122.61
223 7 1001.35 958.007 291.408 123.161
224 0 291.793 283.768 67.9613 175.596
224 1 391.716 375.675 110.95 182.852
224 2 552.412 522.68 178.787 207.868
224 3 558.962 528.745 181.294 209.721
224 4 753.367 706.096 262.659 220.158
224 5 759.774 712.322 264.299 221.646
224 6 992.83 925.17 360.238 268.713
224 7 999.332 931.256 362.528 269.844
225 1 400.301 328.953 228.103 233.469
225 2 559.083 475.805 293.569 281.415
225 3 565.502 481.63 296.352 281.342
225 4 760.06 662.205 373.062 319.055
225 5 766.383 668.273 375.173 318.755
225 6 996.953 883.779 461.356 367.306
225 7 1003.19 890.028 462.865 367.286
226 0 291.067 246.311 155.083 30.5505
226 1 391.147 342.648 188.65 60.5743
226 1 392.122 340.825 193.902 110.336
226 1 391.98 341.08 193.165 232.507
226 2 566.735 510.012 247.136 86.2511
226 3 573.146 516.174 249.122 84.5023
226 4 763.443 697.074 311.341 123.446
226 5 769.832 703.271 313.13 122.354
226 6 997.699 919.859 386.346 171.406
226 7 1004.09 926.05 388.118 171.164
227 0 291.721 283.762 67.678 227.655
227 1 391.68 375.697 110.749 256.655
227 2 552.849 522.143 181.682 280.52
227 3 559.424 528.181 184.336 282.216
227 4 755.144 704.281 272.455 318.417
227 5 761.654 710.396 274.689 319.371
227 6 997.229 920.34 383.979 367.343
228 1 401.676 327.311 232.833 85.9822
228 2 558.62 476.544 291.482 134.974
228 3 565.036 482.378 294.242 135.017
228 4 758.784 663.956 367.31 171.282
228 5 765.138 669.995 369.516 171.292
228 5 765.357 669.687 370.527 171.265
228 6 996.287 884.773 458.002 220.831
228 7 1002.65 890.835 460.14 220.977
229 0 291.873 274.345 99.6212 83.7765
229 1 395.652 373.526 130.454 110.787
229 2 551.945 523.276 175.572 133.975
229 3 558.414 529.442 177.534 136.012
229 4 763.876 727.419 233.168 171.877
229 5 770.393 733.739 234.803 170.676
229 6 995.112 951.58 291.106 220.667
229 7 1001.61 957.845 292.833 221.124
230 1 391.818 391.01 25.1467 232.483
230 2 568.474 562.26 83.8232 258.227
230 3 575.464 569.013 85.9282 256.088
230 4 763.602 748.904 149.1 319.463
230 5 770.614 755.453 152.104 318.268
230 6 999.804 972.698 231.232 367.679
230 7 1006.59 979.051 233.864 366.841
231 0 291.144 274.616 96.7004 54.3098
231 1 400.072 371.557 148.335 61.6381
231 2 561.354 513.987 225.689 85.6839
231 3 568.053 519.942 228.788 85.0401
231 4 767.335 694.172 326.999 123.86
231 5 774.184 700.025 330.643 121.891
231 6 993.075 889.846 440.876 170.75
231 7 999.888 895.194 445.425 171.759
232 1 390.188 389.885 15.3748 256.419
232 2 562.388 559.154 60.2267 307.225
232 3 569.359 565.923 62.4574 306.32
232 4 754.583 747.124 105.84 366.721
232 5 761.386 753.649 108.265 367.793
232 6 1002.7 989.982 159.185 417.65
232 7 1009.33 996.493 160.477 416.123
233 0 290.635 246.872 153.372 21.5255
233 1 390.546 343.852 185.179 36.2871
233 2 564.613 511.511 239.047 86.0372
233 3 571.13 517.604 241.404 84.7064
233 4 760.552 699.398 298.799 123.114
233 5 766.954 705.596 300.588 122.686
233 5 767.036 705.527 300.959 122.676
233 6 994.314 923.47 368.595 170.935
233 7 1000.79 929.586 370.738 171.626
234 0 289.326 263.659 119.137 159.203
234 1 404.842 369.73 164.914 160.072
234 2 561.268 514.056 225.318 183.674
234 3 567.794 520.148 227.675 183.07
234 4 760.867 699.137 300.209 221.151
234 5 767.55 705.101 303.26 220.616
234 6 997.857 919.698 387.134 221.043
234 7 1004.22 925.924 388.735 220.765
234 7 1004.26 925.879 388.957 220.759
235 0 291.503 261.766 128.267 25.8255
235 1 406.246 369.235 169.416 62.1897
235 2 561.371 513.974 225.763 111.111
235 3 568.018 519.969 228.64 110.469
235 4 760.607 699.352 299.047 171.504
235 5 767.328 705.284 302.27 171.025
235 6 998.154 919.397 388.613 221.083
235 7 1004.66 925.473 390.954 220.706
236 1 395.388 393.055 42.8919 257.14
236 1 395.657 393.193 44.0916 257.171
236 1 397.201 393.953 50.6897 257.344
236 2 551.948 544.298 91.5776 280.359
236 3 558.527 550.675 93.3293 282.375
236 4 765.01 749.146 154.982 319.617
236 5 771.537 755.612 155.95 318.168
236 6 997.546 972.993 219.964 417.002
236 7 1004.38 979.339 222.874 416.743
237 1 399.179 330.347 224.086 257.55
237 2 561.268 472.479 302.96 281.674
237 3 567.743 478.204 306.027 281.075
237 4 768.42 651.964 406.709 319.97
237 5 774.843 657.856 409.397 317.825
237 4 750.644 636.649 397.674 317.719
237 5 757.029 642.443 400.45 320.092
237 6 994.448 845.158 524.057 366.954
237 7 1000.8 851.058 526.596 367.624
238 1 406.644 397.82 84.2546 -84.361
238 2 563.56 542.72 151.835 -60.6567
238 3 570.443 549.068 154.695 -61.805
238 4 765.754 726.867 240.922 -24.1209
238 5 772.771 733.043 244.59 -25.7795
238 6 990.135 928.496 343.893 -25.9208
238 7 996.66 934.551 346.331 -23.9266
239 1 404.536 324.094 242.101 111.662
239 2 561.085 472.748 302.201 159.461
239 3 567.38 478.741 304.51 158.926
239 4 760.321 661.853 374.217 221.087
239 5 766.692 667.856 376.545 220.718
239 6 995.49 885.987 453.902 269.104
239 7 1001.7 892.3 455.194 269.494
240 0 288.151 264.801 113.629 4.9505
240 1 404.309 369.923 163.163 13.6427
240 2 562.65 512.974 231.156 37.4451
240 3 569.185 519.057 233.563 36.5305
240 4 765.384 695.597 319.307 74.0398
240 5 771.99 701.626 322.01 72.503
240 6 1006.3 911.874 425.593 124.064
240 7 1013.06 917.723 429.043 121.695
240 6 989.267 896.627 417.984 121.746
240 7 995.877 902.282 421.496 124.025
241 1 391.067 376.088 107.199 182.754
241 2 569.362 542.141 173.942 234.118
241 3 576.301 548.487 176.877 231.818
241 3 557.38 530.858 169.89 234.215
241 4 767.688 726.321 248.601 270.279
241 5 774.39 732.587 250.989 268.254
241 6 1004.74 946.266 337.749 319.887
241 7 1011.28 952.496 339.776 317.895
241 7 1011.39 952.445 340.226 317.883
242 0 287.825 276.011 81.6148 111.711
242 1 393.729 374.512 121.502 134.744
