event layer r x y z
711 0 294.76 273.361 110.259 47.2932
711 1 403.663 370.16 161.013 61.9698
711 2 563.566 512.282 234.891 111.352
711 3 570.419 518.126 238.585 110.206
711 4 768.205 693.553 330.339 123.948
711 5 774.706 699.654 332.647 121.838
711 4 750.363 677.72 322.086 121.669
711 5 756.794 683.701 324.485 124.133
711 6 991.848 891.925 433.857 170.56
711 7 998.276 897.916 436.234 172.008
712 0 289.436 263.557 119.626 -31.7005
712 1 401.151 371.121 152.286 -12.2668
712 2 555.125 519.603 195.386 36.4991
712 3 561.508 525.852 196.903 37.5001
712 4 768.498 726.098 251.738 123.978
712 5 775.312 732.333 254.553 121.777
712 5 757.24 715.187 248.838 74.4383
712 6 998.731 949.441 309.879 171.541
712 7 1005.26 955.686 311.78 171.011
713 0 288.073 250.536 142.19 -49.8432
713 1 391.034 342.871 188.008 -37.6434
713 2 553.021 486.916 262.194 -13.6506
713 3 559.458 492.766 264.905 -11.9901
713 4 757.064 666.424 359.199 24.6783
713 5 763.586 672.229 362.176 25.1082
713 6 1001.02 878.056 480.678 73.8298
713 7 1007.67 883.704 484.213 72.7071
714 0 288.981 249.16 146.388 50.4765
714 1 390.908 343.118 187.295 60.537
714 3 577.326 513.409 264.038 84.1078
714 2 551.667 490.04 253.372 84.306
714 3 558.109 495.89 256.083 86.4533
714 4 753.199 672.534 339.126 122.133
714 5 759.8 678.207 342.536 123.642
714 6 994.255 887.924 447.364 122.543
714 7 1000.59 894.051 449.285 123.271
715 0 291.193 283.72 65.5451 132.712
715 1 392.348 375.292 114.425 158.751
715 2 554.788 519.956 193.482 182.832
715 3 561.499 525.861 196.853 159.693
715 4 759.478 700.306 293.901 220.985
715 5 766.465 706.009 298.362 220.745
715 6 1004.27 913.634 416.94 221.834
715 7 1010.86 919.634 419.65 219.944
716 1 398.958 394.762 57.7129 183.719
716 2 555.169 543.765 111.948 208.314
716 3 561.996 550.108 114.984 209.236
716 4 753.641 730.953 183.53 220.199
716 5 760.296 737.221 185.894 221.567
716 6 991.848 953.713 272.384 268.56
716 7 998.586 959.813 275.56 269.959
717 1 403.752 396.743 74.9078 -36.2223
717 2 559.21 543.22 132.773 -12.7693
717 3 565.932 549.582 135.052 -12.9106
717 4 757.91 729.345 206.116 24.7883
717 5 764.493 735.645 208.027 24.9904
717 6 995.574 951.295 293.606 73.1154
717 7 1002.06 957.566 295.282 73.4431
718 1 403.85 324.845 239.939 -60.4055
718 2 562.394 470.859 307.537 -36.5913
718 3 568.817 476.65 310.415 -37.4373
718 4 764.451 656.593 391.499 -24.2603
718 5 770.769 662.633 393.705 -25.5655
718 6 1002.29 876.37 486.37 25.6009
718 7 1008.87 882.111 489.593 24.1778
719 0 291.115 283.714 65.2285 -100.652
719 1 389.655 377.079 98.1953 -86.257
719 2 565.346 542.533 158.978 -36.2792
719 3 572.236 548.881 161.812 -37.7984
719 4 763.68 727.478 232.34 -24.3447
719 6 1001.9 947.718 325.001 25.5537
719 7 1008.62 953.858 327.828 72.5913
720 0 289.031 249.088 146.609 77.3598
720 1 390.842 343.25 186.914 110.143
720 2 569.067 508.449 255.571 136.091
720 3 575.562 514.546 257.904 133.887
720 2 551.025 491.661 248.794 133.796
720 3 557.438 497.595 251.27 136.203
720 4 767.553 694.016 327.841 172.266
720 5 773.928 700.209 329.654 170.301
720 4 750.3 677.845 321.677 170.042
720 6 1002.22 915.485 407.843 221.593
720 7 1008.56 921.711 409.444 220.215
721 0 295.177 241.524 169.693 -37.0255
721 1 393.148 339.043 199.036 -13.1481
721 2 567.318 509.613 249.288 13.733
721 3 573.666 515.816 251.052 11.8762
721 4 761.274 698.802 302.016 73.5825
721 5 767.93 704.789 304.941 72.9544
721 6 993.438 924.463 363.714 72.8052
721 7 999.654 930.88 364.377 73.7945
722 1 401.374 395.796 66.6849 233.571
722 2 554.483 543.869 107.975 256.594
722 3 561.148 550.235 110.129 257.746
722 4 766.864 749.455 162.473 270.195
722 5 773.47 755.934 163.767 268.348
722 6 996.876 973.083 216.494 318.912
722 7 1003.57 979.447 218.724 318.851
723 1 407.573 320.917 251.252 160.298
723 2 565.128 467.138 318.043 184.09
723 4 766.883 653.714 400.957 270.197
723 5 773.584 659.292 404.68 268.336
723 6 1005.15 872.726 498.672 319.935
723 7 1011.68 878.531 501.678 317.85
723 6 988.87 857.781 492.011 317.675
723 7 995.346 863.441 495.161 320.119
724 4 753.497 672.028 340.787 -74.0222
724 5 760.047 677.789 343.908 -72.5952
725 0 291.738 274.394 99.0901 18.3088
725 1 398.357 372.281 141.758 37.2744
725 2 556.853 517.889 204.638 60.9354
725 3 563.333 524.032 206.723 61.432
725 4 757.049 702.465 282.25 122.676
725 5 763.735 708.415 285.375 123.089
725 6 995.254 922.432 373.699 171.07
725 7 1001.89 928.367 376.728 171.467
726 1 405.065 397.241 79.2311 13.7075
726 2 560.315 543.086 137.877 37.1802
726 3 567.021 549.451 140.058 36.7758
726 4 759.692 728.738 214.648 73.3941
726 5 766.427 734.988 217.262 73.133
726 6 998.605 949.512 309.253 123.142
726 7 1005.46 955.572 312.78 122.602
727 0 287.825 283.414 50.1982 23.1588
727 1 388.465 378.057 89.3181 35.9024
727 2 564.386 542.633 155.181 86.0136
727 3 571.32 548.975 158.215 84.6868
727 4 762.601 727.807 227.722 123.352
727 5 769.393 734.043 230.537 122.404
727 6 999.019 949.279 311.304 171.579
727 7 1005.73 955.421 314.105 170.95
728 0 289.299 283.556 57.3551 92.6275
728 0 289.299 283.556 57.3551 92.8775
728 0 289.304 283.557 57.3801 92.6275
728 0 289.304 283.557 57.3801 92.9025
728 1 388.829 377.741 92.1937 109.786
728 2 564.192 542.653 154.401 135.61
728 3 570.929 549.016 156.656 134.344
728 4 762.089 727.966 225.489 171.677
728 5 768.799 734.227 227.952 170.854
728 6 999.198 949.179 312.178 221.218
728 7 1005.93 955.307 315.105 220.541
729 0 292.564 260.921 132.339 232.447
729 1 389.681 345.717 179.808 256.331
729 2 552.998 486.966 262.052 280.546
729 3 559.492 492.69 265.119 282.204
729 4 759.222 663.348 369.308 318.953
729 5 765.726 669.174 372.212 318.835
729 6 1006.15 871.497 502.822 368.43
729 7 1012.63 877.359 505.634 366.126
729 6 989.082 857.246 493.369 366.097
729 7 995.518 863.007 496.26 368.472
730 0 292.0 274.299 100.119 -46.7515
730 1 396.716 373.019 135.056 -36.9093
730 2 553.539 521.332 186.061 -13.5642
730 3 559.938 527.576 187.601 -12.0705
730 4 768.892 725.99 253.243 26.017
730 5 775.371 732.317 254.779 23.7715
730 4 750.895 708.875 247.668 23.7617
730 5 757.324 715.086 249.383 26.0405
730 6 1001.29 948.04 322.177 73.8632
730 7 1007.83 954.276 324.153 72.6875
731 0 291.152 262.055 126.872 -27.5755
731 1 406.548 369.13 170.366 -11.7938
731 2 562.051 513.437 228.657 13.1874
731 3 568.576 519.529 231.015 12.4062
731 4 761.555 698.573 303.252 25.2318
731 5 767.852 704.853 304.596 24.5802
731 6 998.474 919.076 390.192 73.5079
731 7 1004.88 925.252 392.038 73.0604
732 0 287.743 283.405 49.776 121.091
732 0 287.868 283.418 50.4181 120.674
732 0 287.93 283.424 50.7355 120.307
732 1 388.573 377.961 90.1936 158.117
732 2 566.219 542.445 162.348 184.2
732 3 573.127 548.792 165.233 207.929
732 4 766.109 726.766 242.353 270.116
732 5 773.204 732.919 246.321 268.375
732 6 1005.2 946.035 339.774 319.94
732 7 1012.04 952.12 343.076 317.809
732 7 995.139 936.593 336.298 320.156
733 0 287.073 276.381 77.6152 245.056
733 1 393.416 374.683 119.952 281.087
733 3 560.17 527.31 189.036 331.708
733 4 755.345 704.084 273.519 366.829
733 5 761.803 710.249 275.48 367.734
733 6 996.953 920.626 382.574 465.306
733 7 1003.67 926.486 385.973 465.221
734 1 406.31 397.699 83.2057 -11.8134
734 2 564.644 542.606 156.211 37.6571
734 3 571.612 548.945 159.372 36.2733
734 4 769.136 725.924 254.172 74.4245
734 4 769.874 725.726 256.958 74.4972
734 5 776.124 732.114 257.64 121.697
734 4 750.501 709.351 245.096 72.077
734 5 757.025 715.449 247.428 74.4756
734 6 993.57 924.313 364.454 170.825
734 7 1000.39 930.037 368.519 171.685
735 0 296.244 284.088 83.9914 96.0608
735 0 287.634 276.102 80.6273 93.4775
735 1 393.821 374.463 121.952 134.756
735 2 553.599 521.263 186.432 182.646
735 3 560.275 527.191 189.679 184.074
735 4 755.005 704.418 271.712 220.398
735 5 761.529 710.52 274.021 221.389
735 6 995.962 921.669 377.445 318.786
735 7 1002.75 927.444 381.265 318.963
736 4 763.037 697.39 309.634 -72.7994
736 5 769.955 703.175 313.649 -73.8593
737 1 398.131 331.7 220.188 37.2508
737 2 555.905 481.188 278.367 60.8039
737 3 562.277 487.131 280.819 61.5792
737 4 755.637 668.578 352.123 122.486
737 5 762.274 674.207 355.678 123.285
737 6 993.308 889.46 442.179 170.786
737 7 999.953 895.087 445.787 171.749
738 0 292.128 244.988 159.121 238.155
738 1 394.909 336.238 207.117 257.083
738 1 398.823 330.801 222.779 281.706
738 2 557.008 479.232 283.893 306.573
738 3 563.468 485.006 286.819 307.03
738 4 762.59 658.901 383.917 367.734
738 5 769.179 664.611 387.206 366.811
738 6 1007.3 870.11 507.501 418.174
738 6 989.912 855.208 498.542 415.858
738 7 996.319 861.034 501.27 417.948
739 0 288.226 264.725 113.996 200.005
739 1 403.581 370.191 160.738 233.771
739 2 561.154 514.148 224.823 257.469
739 3 567.652 520.263 227.057 256.894
739 3 568.377 519.685 230.173 256.812
739 4 762.015 698.201 305.256 319.285
739 5 768.667 704.193 308.158 318.486
739 6 1000.65 916.955 400.62 367.785
739 7 1007.16 923.025 402.984 366.77
740 0 293.827 259.969 136.933 61.5515
740 1 390.598 343.745 185.489 84.679
740 2 554.285 484.279 269.64 134.371
740 3 560.8 489.961 272.827 135.608
740 4 761.521 660.271 379.416 221.228
740 5 768.411 665.592 383.982 220.515
740 6 991.406 851.714 507.414 268.489
740 7 997.932 857.254 510.867 270.063
741 0 293.614 273.737 106.193 -64.2015
741 1 399.592 371.755 146.534 -36.609
741 2 557.659 517.137 208.695 -12.9656
741 3 564.176 523.243 210.977 -12.6888
741 4 758.716 700.966 290.339 24.8903
741 5 765.174 707.123 292.351 24.9041
741 6 998.807 918.745 391.819 73.5511
741 7 1005.2 924.936 393.591 73.0192
742 0 292.542 274.106 102.21 49.7015
742 1 401.995 370.791 155.287 86.0117
742 1 404.445 369.874 163.614 86.2296
742 1 404.537 369.841 163.914 86.2374
742 2 563.806 512.103 235.855 111.378
742 3 570.53 518.044 239.03 110.194
742 4 751.854 674.9 331.353 170.305
742 5 758.526 680.434 335.219 172.224
742 6 996.746 884.087 460.318 220.894
742 7 1003.37 889.763 463.758 220.879
743 1 398.823 330.801 222.779 13.1304
743 2 557.694 478.064 287.189 61.0473
743 3 564.082 483.956 289.783 61.3319
743 4 758.984 663.677 368.224 122.924
743 5 765.425 669.592 370.84 122.873
743 5 765.488 669.504 371.129 122.865
743 5 765.805 669.064 372.573 122.826
743 5 766.497 668.119 375.678 122.741
743 6 997.537 882.922 464.25 171.384
743 7 1003.93 888.935 466.556 171.186
744 1 401.521 327.493 232.309 135.584
744 2 558.191 477.241 289.514 183.303
744 3 564.585 483.117 292.154 183.458
744 4 756.796 666.82 357.899 220.643
744 5 762.996 673.108 359.288 221.187
744 6 991.414 892.682 431.299 318.107
744 7 997.875 898.617 433.871 319.689
745 1 394.262 392.456 37.6929 -85.5799
745 2 551.66 544.353 89.4899 -38.087
745 3 558.302 550.717 91.72 -35.975
745 4 765.212 749.181 155.812 25.6381
745 5 772.218 755.727 158.741 24.0954
745 6 998.444 972.873 224.517 73.504
745 7 1005.18 979.233 226.923 73.0211
746 4 761.335 698.752 302.287 -72.9937
746 5 768.156 704.606 305.931 -73.6551
747 0 294.375 273.486 108.915 -11.0088
747 1 403.057 370.386 158.962 13.5328
747 2 562.716 512.924 231.428 61.644
747 3 569.335 518.943 234.181 60.7058
747 4 766.14 695.038 322.324 123.736
747 5 772.797 701.03 325.226 122.035
747 6 1007.0 911.282 428.502 172.525
747 6 989.722 895.762 420.903 170.209
747 7 996.088 901.882 422.846 172.372
748 0 288.548 264.403 115.546 179.613
748 1 401.634 370.931 154.011 209.403
748 2 557.071 517.682 205.751 256.965
748 3 563.521 523.853 207.688 257.407
748 4 754.647 704.776 269.783 318.347
748 5 761.116 710.932 271.794 319.448
748 6 1007.21 945.061 348.323 418.164
748 7 996.464 934.807 345.074 368.307
749 0 296.043 258.411 144.448 91.1525
749 0 288.057 250.561 142.111 88.8525
749 1 408.653 368.419 176.817 112.0
749 1 388.45 348.745 171.085 109.707
749 2 559.456 515.551 217.254 159.269
749 3 565.783 521.817 218.671 159.116
749 4 753.892 705.546 265.627 220.237
749 5 760.283 711.785 267.193 221.569
749 6 1001.26 948.057 322.027 269.859
749 6 1001.56 947.895 323.452 269.897
749 7 1007.43 954.49 322.278 268.737
749 7 1007.68 954.353 323.478 268.705
750 1 392.255 391.287 27.546 134.546
750 2 568.516 562.28 83.9728 160.231
750 3 575.423 568.993 85.7786 158.091
750 4 762.601 748.727 144.802 221.352
750 5 769.656 755.286 148.032 220.374
750 6 997.561 972.991 220.04 221.004
750 7 1004.07 979.38 221.29 220.784
751 0 291.067 246.311 155.083 157.029
751 1 391.531 341.914 190.765 182.824
751 2 568.94 508.531 255.126 234.079
751 3 575.583 514.532 257.978 231.885
751 2 550.977 491.787 248.439 231.787
751 3 557.457 497.544 251.412 234.199
751 4 768.27 693.507 330.587 270.338
751 5 774.758 699.618 332.845 268.216
751 4 750.625 677.207 323.771 268.099
751 5 757.059 683.181 326.194 270.47
751 6 1006.0 912.13 424.336 320.031
751 7 1012.41 918.28 426.306 317.768
751 6 989.201 896.755 417.549 317.734
751 7 995.599 902.818 419.687 320.074
752 0 287.683 283.399 49.465 62.5432
752 1 389.335 377.327 95.9455 84.4591
752 2 570.699 542.018 178.645 112.049
752 2 551.145 524.358 169.734 109.629
752 2 551.798 523.468 174.533 133.948
752 2 552.8 522.203 181.36 134.128
752 2 554.771 519.975 193.382 134.446
752 2 554.836 519.906 193.753 134.456
752 3 561.204 526.173 195.171 111.354
752 3 561.312 526.058 195.789 135.53
752 3 559.148 528.516 182.53 160.072
752 3 557.786 530.285 172.982 111.941
752 3 558.309 529.579 176.792 136.032
752 3 559.886 527.635 187.28 159.946
752 3 559.934 527.58 187.577 159.938
752 4 753.354 706.11 262.585 122.156
752 5 759.916 712.17 265.115 123.624
752 6 995.268 922.417 373.773 171.072
752 7 1001.92 928.337 376.876 171.463
753 0 290.464 262.639 124.057 55.7765
753 1 404.697 369.783 164.439 86.2511
753 2 560.537 514.647 222.126 111.015
753 3 567.032 520.767 224.336 110.583
753 4 760.706 699.27 299.492 171.516
753 5 767.395 705.229 302.567 171.017
753 6 1000.14 917.441 398.228 221.338
753 7 1006.79 923.381 401.234 220.433
755 1 391.716 341.567 191.763 -13.3483
755 2 568.426 508.871 253.295 13.839
755 3 575.055 514.88 256.098 11.7428
755 4 766.668 694.653 324.402 25.7912
755 5 773.079 700.823 326.339 24.0051
755 6 1002.89 914.878 410.826 74.0555
755 7 1009.46 920.888 413.486 72.4912
756 2 556.09 543.631 117.054 134.638
756 3 562.828 549.988 119.536 135.31
756 4 753.804 730.886 184.459 170.607
756 5 760.358 737.196 186.245 171.942
756 6 1007.05 971.841 263.951 222.146
756 6 1007.19 971.825 264.554 222.162
756 6 1007.24 971.819 264.781 222.168
756 6 989.684 955.271 258.711 219.819
756 7 996.125 961.578 260.063 221.982
757 2 570.823 460.143 337.797 136.252
757 2 551.924 443.482 328.547 133.971
757 3 558.278 449.136 331.589 136.038
757 4 756.158 623.862 427.284 170.941
757 4 756.595 622.964 429.363 171.0
757 5 763.02 628.599 432.508 171.567
757 6 1000.38 833.937 552.543 221.367
757 7 1006.9 839.486 555.974 220.419
758 0 293.525 283.9 74.5516 118.827
758 1 390.838 376.239 105.823 134.334
758 2 566.582 542.409 163.731 160.044
758 3 573.439 548.761 166.414 158.282
758 4 763.36 727.575 230.985 171.82
758 5 769.985 733.862 233.071 170.721
758 6 999.521 949.0 313.753 221.259
758 7 1006.32 955.094 316.98 220.492
759 1 401.881 370.835 154.886 37.6179
759 2 555.2 519.526 195.807 60.7019
759 3 561.525 525.833 197.001 61.6892
759 4 767.412 726.398 247.522 123.868
759 4 767.469 726.382 247.748 123.874
759 4 767.604 726.344 248.275 123.887
759 4 768.4 726.124 251.361 123.968
759 4 768.577 726.076 252.039 123.986
759 5 773.896 732.725 249.057 121.921
759 5 756.684 715.87 245.153 124.152
759 6 996.635 950.654 299.23 171.263
759 7 1002.88 957.07 299.632 171.329
760 0 288.766 283.507 54.8639 -0.0578333
760 1 389.504 377.195 97.145 11.9155
760 2 568.253 542.246 169.943 38.0143
760 3 575.207 548.59 172.953 35.9201
760 4 767.611 726.342 248.3 74.2714
760 5 774.603 732.528 251.817 72.2321
760 6 1005.15 946.058 339.575 74.3185
760 7 1011.67 952.303 341.476 72.2341
761 1 400.045 329.267 227.199 -84.9479
761 2 560.171 474.117 298.335 -85.2285
761 3 566.622 479.883 301.285 -61.3771
761 4 764.229 656.865 390.608 -72.6678
761 5 770.489 662.977 392.574 -73.9181
761 6 1006.01 871.668 502.243 -23.7853
761 7 1012.58 877.424 505.417 -26.068
761 6 989.238 856.859 494.353 -26.0758
761 7 995.728 862.482 497.594 -23.7657
762 1 398.58 394.592 56.2381 -36.7111
762 2 556.32 543.599 118.286 -13.1461
762 3 563.065 549.955 120.793 -12.5396
762 4 756.052 730.015 196.705 24.5429
762 5 762.633 736.315 198.617 25.2358
762 6 994.933 951.691 290.131 122.641
762 7 1001.83 957.708 294.033 123.092
763 1 406.564 397.791 84.0049 38.0242
763 2 563.455 542.732 151.408 85.9155
763 3 570.419 549.07 154.594 84.781
763 4 764.518 727.228 235.853 123.564
763 5 771.264 733.48 238.442 122.197
763 6 1003.79 946.741 333.575 172.162
763 7 1010.34 952.969 335.626 170.387
764 1 398.611 331.073 221.994 209.109
764 2 555.068 482.75 273.956 256.682
764 3 561.472 488.643 276.55 257.697
764 4 752.464 673.808 334.938 318.019
764 5 758.9 679.767 337.41 319.781
764 6 1001.8 915.871 405.945 367.926
764 7 1007.97 922.258 406.756 366.67
765 0 290.54 262.573 124.375 114.503
765 1 403.47 370.232 160.363 135.761
765 2 557.735 517.068 209.066 183.244
765 3 564.342 523.092 211.794 183.49
765 4 755.061 704.363 272.009 220.406
765 5 761.612 710.437 274.466 221.377
765 6 990.638 927.849 347.073 268.364
765 7 997.164 933.904 349.511 270.189
766 0 295.945 272.989 114.284 -17.0255
766 0 287.735 265.232 111.548 -19.1255
766 1 400.247 371.485 148.984 13.2718
766 2 555.988 518.728 200.111 60.8157
766 3 562.595 524.747 202.864 61.5341
766 4 753.51 705.945 263.475 122.18
766 5 760.204 711.868 266.748 123.581
766 6 1005.92 945.682 342.874 172.405
766 7 1012.56 951.867 345.3 170.134
766 6 989.182 929.76 337.68 170.114
766 7 995.717 935.8 340.193 172.436
767 0 291.055 246.327 155.035 -16.4505
767 1 391.181 342.582 188.84 -13.4288
767 2 566.436 510.219 246.022 13.6467
767 3 572.869 516.366 248.083 11.9547
767 4 762.792 697.583 308.595 25.3732
767 5 769.115 703.835 310.087 24.435
767 6 996.449 921.153 379.985 73.2371
767 7 1002.99 927.193 382.497 73.3136
768 0 293.788 283.919 75.5098 98.6442
768 1 392.938 374.95 117.526 134.64
768 2 553.883 520.942 188.163 158.5
768 3 560.455 526.989 190.768 159.854
768 4 756.444 703.029 279.208 220.596
768 5 763.157 708.952 282.481 221.165
768 6 999.142 918.414 393.446 269.594
768 7 1005.71 924.424 396.106 268.952
769 0 289.91 283.611 60.1045 118.177
769 1 390.332 376.586 102.672 134.252
769 2 551.352 524.069 171.293 182.245
769 3 557.997 529.996 174.54 184.475
769 4 752.815 706.688 259.468 220.074
769 5 759.453 712.666 262.444 221.695
769 6 994.206 923.59 368.004 268.919
769 7 1000.8 929.571 370.812 269.624
770 1 405.274 323.302 244.383 111.725
770 2 563.102 469.868 310.335 135.494
770 3 569.473 475.726 313.024 134.499
770 4 764.833 656.132 393.015 171.981
770 5 771.239 662.061 395.582 170.583
770 6 1002.91 875.555 489.12 221.675
770 7 1009.38 881.446 491.836 220.117
771 1 407.835 398.243 87.9293 86.5102
771 2 565.76 542.491 160.587 135.771
771 3 572.876 548.817 164.277 134.146
771 4 769.175 725.914 254.323 172.428
771 5 775.938 732.164 256.936 170.099
771 4 750.602 709.228 245.764 170.095
771 5 757.184 715.256 248.467 172.448
771 6 992.121 926.013 356.096 268.603
771 7 998.963 931.692 360.383 269.9
772 0 291.006 246.389 154.845 92.2525
772 1 393.841 337.904 202.315 110.567
772 2 555.455 482.02 276.02 158.739
772 3 561.857 487.912 278.613 159.64
772 4 758.905 663.787 367.863 220.914
772 5 765.41 669.614 370.768 220.875
772 6 1000.02 879.406 476.119 269.706
772 7 1006.31 885.548 477.99 268.876
773 0 293.341 273.829 105.197 88.0775
773 1 397.285 372.758 137.431 110.969
773 2 553.547 521.323 186.11 134.254
773 3 560.013 527.488 188.072 135.734
773 4 768.76 726.026 252.742 172.387
773 5 775.247 732.351 254.302 170.167
773 4 750.818 708.966 247.174 170.132
773 5 757.275 715.146 249.061 172.432
773 6 1001.75 947.795 324.326 221.536
773 7 1008.29 954.034 326.278 220.248
774 0 292.072 283.79 69.0611 111.644
774 1 391.552 375.777 110.024 134.444
774 2 551.68 523.624 173.692 158.117
774 3 558.167 529.767 175.777 160.251
774 4 769.208 725.905 254.448 222.048
774 5 776.064 732.13 257.414 219.703
774 4 750.929 708.833 247.891 219.768
774 5 757.555 714.811 250.867 222.001
774 6 1004.47 946.399 336.575 270.24
774 7 1011.14 952.567 339.151 268.295
775 0 288.686 264.268 116.199 40.6015
775 1 406.989 368.979 171.741 62.2505
775 2 567.379 509.572 249.511 86.314
775 3 574.273 515.403 253.277 84.3924
775 4 753.892 671.369 342.953 122.237
775 5 760.683 676.734 347.374 123.511
775 6 999.106 880.678 471.824 123.206
775 7 1005.63 886.505 474.758 122.58
776 1 397.597 394.14 52.3145 85.5779
776 2 553.064 544.099 99.1722 134.173
776 3 559.706 550.466 101.277 135.785
776 4 766.542 749.402 161.191 172.162
776 5 773.185 755.887 162.636 170.377
776 6 998.544 972.86 225.019 221.134
776 7 1005.01 979.256 226.043 220.661
777 1 401.172 327.905 231.122 183.935
777 2 561.262 472.488 302.936 233.29
777 2 561.365 472.337 303.363 233.302
777 2 561.452 472.211 303.719 233.312
777 3 567.646 478.347 305.625 232.703
777 4 765.624 655.187 396.12 270.065
777 5 772.144 660.977 399.144 318.103
777 6 989.962 855.088 498.847 366.25
777 7 996.521 860.545 502.51 368.297
778 0 292.965 260.614 133.824 12.0005
778 1 388.973 347.392 174.983 36.0064
778 2 567.461 509.517 249.808 86.3218
778 3 574.192 515.458 252.981 84.4002
778 4 768.616 693.264 331.897 123.989
778 5 775.175 699.324 334.428 121.791
778 4 750.769 676.929 324.685 121.74
778 5 757.256 682.8 327.446 124.052
778 6 1006.18 911.974 425.1 172.434
778 7 1012.62 918.105 427.169 170.128
778 6 989.372 896.427 418.66 170.148
778 7 995.773 902.482 420.82 172.426
779 0 293.527 283.9 74.56 -60.1598
779 1 390.269 376.63 102.272 -37.767
779 2 563.126 542.767 150.049 13.3051
779 3 569.885 549.128 152.406 12.2629
779 4 757.168 729.607 202.427 24.6921
779 5 763.482 736.004 202.983 25.1219
779 5 763.73 735.915 204.238 73.4726
779 6 1006.62 971.888 262.14 124.099
779 6 1007.07 971.839 264.026 124.148
779 6 989.855 955.143 259.835 121.848
779 7 996.502 961.296 262.537 123.917
780 1 404.476 324.16 241.911 160.04
780 2 563.315 469.574 311.165 159.709
780 3 569.588 475.567 313.474 158.678
780 4 766.184 654.528 398.286 172.124
780 5 772.361 660.721 399.986 170.464
780 6 1005.27 872.576 499.179 221.948
780 7 1011.75 878.445 501.968 219.842
780 6 988.903 857.698 492.222 219.681
780 7 995.335 863.468 495.09 222.121
781 1 406.445 397.748 83.6301 -60.1857
781 2 560.56 543.057 138.984 -36.7994
781 3 567.346 549.413 141.516 -37.2704
781 4 757.915 729.343 206.141 -25.0277
781 5 764.457 735.658 207.851 -24.8216
781 6 993.083 952.879 279.708 24.3682
781 7 999.723 959.049 282.26 25.4006
781 7 999.762 959.024 282.485 25.3948
781 7 999.905 958.93 283.309 25.3732
781 7 1000.66 958.443 287.584 25.2613
782 0 291.892 245.276 158.242 132.329
782 1 390.921 343.093 187.366 158.539
782 2 563.936 512.007 236.375 209.391
782 3 570.234 518.264 237.842 208.226
782 4 758.471 701.181 289.177 269.243
782 5 764.826 707.43 290.693 269.331
782 6 990.947 927.458 348.996 366.415
782 7 997.533 933.438 351.804 368.128
783 1 403.322 325.43 238.251 111.556
783 2 561.228 472.538 302.794 135.286
783 3 567.51 478.548 305.056 134.719
783 4 762.833 658.593 384.928 171.761
783 5 769.023 664.808 386.556 170.829
783 6 1001.11 877.927 481.112 269.842
783 7 1007.8 883.533 484.792 268.691
784 1 402.591 396.288 70.9587 -60.5174
784 2 560.342 543.083 138.003 -36.8249
784 3 567.25 549.424 141.088 -13.0676
784 4 762.152 727.946 225.765 25.3005
784 5 769.272 734.08 230.01 24.4173
784 6 1004.74 946.266 337.749 25.8874
784 7 1011.4 952.436 340.301 23.8815
785 0 289.232 248.797 147.496 55.1432
785 1 390.55 343.844 185.204 84.6711
785 2 567.93 509.201 251.514 111.792
785 3 574.485 515.261 254.045 133.989
785 4 766.561 694.731 323.982 172.163
785 5 773.129 700.787 326.537 170.383
785 4 750.344 677.757 321.966 170.05
785 4 750.773 676.922 324.71 170.124
785 6 1002.57 915.169 409.396 221.634
785 7 1009.05 921.259 411.662 220.156
786 0 290.647 246.856 153.42 206.555
786 1 391.383 342.194 189.957 232.419
786 2 568.934 508.536 255.101 258.27
786 3 575.443 514.624 257.483 256.089
786 2 550.974 491.795 248.415 255.978
786 3 557.393 497.712 250.937 258.404
786 5 774.454 699.833 331.682 317.864
786 4 750.456 677.537 322.688 268.069
786 5 756.724 683.84 324.028 270.529
786 6 1004.46 913.469 417.753 319.856
786 7 1010.77 919.71 419.28 317.954
787 0 291.127 246.233 155.32 103.927
787 1 391.953 341.13 193.023 134.503
787 2 570.396 507.591 260.197 184.597
787 3 576.85 513.711 262.405 182.151
787 2 551.615 490.166 253.016 182.296
787 3 558.027 496.092 255.514 184.469
787 3 558.048 496.041 255.657 184.465
787 4 769.513 692.64 335.262 270.462
787 5 776.337 698.517 338.781 268.059
787 4 751.341 675.845 328.248 268.22
787 5 757.985 681.423 331.97 270.313
787 6 1006.71 911.528 427.294 320.109
787 7 1013.22 917.588 429.708 317.677
787 6 989.672 895.855 420.589 317.817
787 7 996.114 901.832 423.016 319.984
788 1 401.151 327.93 231.049 209.358
788 2 557.485 478.417 286.193 257.02
788 3 566.169 480.58 299.316 257.069
788 3 564.423 483.385 291.396 233.096
788 3 563.844 484.36 288.645 257.363
788 4 755.994 668.029 353.928 318.535
788 5 762.417 673.987 356.4 319.265
788 6 991.589 892.375 432.337 366.519
788 7 997.823 898.71 433.557 368.081
789 1 398.099 331.742 220.069 111.056
789 2 557.649 478.14 286.976 159.041
789 3 564.072 483.973 289.735 183.525
789 4 759.462 663.018 370.391 220.983
789 5 765.821 669.042 372.646 220.824
789 6 998.109 882.093 467.048 319.077
789 7 1004.77 887.727 470.633 318.692
790 0 288.541 249.814 144.392 -35.2005
790 1 392.428 340.28 195.471 -13.2463
790 2 555.694 481.575 277.276 12.3905
790 3 562.2 487.273 280.416 13.207
790 4 762.209 659.384 382.329 73.6905
