event barcode charge pt d0
778 10001 1 8035.43 4.53189
779 10001 1 8695.08 -13.9765
780 10001 1 45109.0 79.1635
781 10001 1 5359.96 -75.5982
782 10001 1 11625.6 78.8681
783 10001 -1 36474.1 90.4252
784 10001 -1 5923.15 -89.0615
785 10001 1 27539.9 43.1251
786 10001 -1 21418.3 55.836
787 10001 -1 20193.0 54.8601
788 10001 1 13515.6 99.5674
789 10001 1 23614.0 59.2907
790 10001 -1 9087.39 6.2043
791 10001 -1 7212.76 15.9835
792 10001 -1 5730.84 0.482799
793 10001 -1 8364.84 95.8332
794 10001 1 7955.65 11.9502
795 10001 -1 15476.2 -33.1081
796 10001 -1 204367.0 36.7831
797 10001 1 17967.4 38.7407
798 10001 1 65630.4 -27.7355
799 10001 1 11983.7 -61.9433
800 10001 1 20342.4 76.2976
801 10001 1 5521.93 47.8259
802 10001 1 28365.6 -70.2713
803 10001 1 6266.38 -24.4691
804 10001 1 6915.09 -11.7198
805 10001 1 5446.2 -67.2486
806 10001 1 10003.1 79.4981
807 10001 1 9932.09 72.8102
808 10001 1 6876.4 -48.9617
809 10001 1 6189.19 -9.94067
810 10001 -1 6741.64 -74.1973
811 10001 1 9790.14 66.1318
812 10001 1 5189.27 -91.4144
813 10001 1 6827.47 77.6915
814 10001 -1 15788.2 -86.7865
815 10001 -1 61961.2 54.7517
816 10001 1 9058.77 -57.4695
817 10001 -1 11175.8 -46.6173
818 10001 -1 11147.0 32.1928
819 10001 1 5678.61 86.6264
820 10001 -1 30751.0 88.9892
821 10001 1 8145.14 45.6863
822 10001 -1 12712.3 10.7265
823 10001 -1 5269.86 -49.6187
824 10001 1 29209.8 -39.3587
825 10001 1 10369.2 10.2183
826 10001 1 6281.1 84.2901
827 10001 -1 5134.81 89.697
828 10001 -1 9322.34 52.1427
829 10001 -1 31998.8 -70.5419
830 10001 -1 10069.0 78.5868
831 10001 -1 6265.22 -27.5443
832 10001 1 90153.7 -58.5935
833 10001 1 10548.3 -86.0557
834 10001 -1 8489.11 61.6899
835 10001 -1 11001.2 -24.7725
836 10001 -1 6152.05 37.1047
837 10001 -1 14340.1 -58.8767
838 10001 -1 5919.28 36.4376
839 10001 1 15282.7 -0.141586
840 10001 1 6331.55 -2.69406
841 10001 -1 9640.25 47.7603
842 10001 -1 6241.32 -83.6349
843 10001 -1 8352.71 6.91168
844 10001 -1 9136.3 13.4028
845 10001 -1 5633.28 73.7963
846 10001 1 63578.4 26.9158
847 10001 -1 5937.93 -80.5858
848 10001 1 32220.2 70.1126
849 10001 -1 56203.3 78.5044
850 10001 -1 20709.7 -54.1554
851 10001 -1 15274.8 25.1849
852 10001 -1 6198.83 33.9958
853 10001 1 89567.2 -28.1273
854 10001 1 6521.34 -27.0502
855 10001 -1 10678.7 74.1768
856 10001 1 6142.13 79.4422
857 10001 -1 36425.1 -53.4639
858 10001 -1 5288.58 29.7015
859 10001 1 16115.8 -65.9081
860 10001 1 10060.2 79.6055
861 10001 -1 10236.8 -44.7009
862 10001 1 31503.7 -86.6841
863 10001 -1 8113.67 77.1987
864 10001 1 8284.59 36.3367
865 10001 1 6088.97 -90.3063
866 10001 1 7504.61 57.1055
867 10001 1 6055.95 -73.4152
868 10001 -1 11004.0 -59.7828
869 10001 -1 6251.55 65.9307
870 10001 -1 5776.63 88.5484
871 10001 1 22054.5 66.7578
872 10001 -1 27593.5 -22.0667
873 10001 1 29359.5 71.25
874 10001 1 11263.4 -90.7621
875 10001 -1 6066.19 84.6702
876 10001 1 60431.5 61.8684
877 10001 -1 13861.3 32.0526
878 10001 1 5267.72 65.7313
879 10001 -1 7328.91 -44.3611
880 10001 1 197817.0 -37.002
881 10001 -1 32928.1 -20.8495
882 10001 -1 151188.0 -51.5156
883 10001 -1 32573.6 -14.5234
884 10001 1 12538.5 -12.1969
885 10001 -1 5422.61 -46.1411
886 10001 1 93637.0 21.4078
887 10001 1 82856.6 97.9465
888 10001 1 456351.0 45.5098
889 10001 -1 20390.6 98.5829
890 10001 1 5328.57 71.4316
891 10001 1 643747.0 82.5832
892 10001 1 33906.0 49.6288
893 10001 1 6590.64 21.6671
894 10001 -1 8064.29 46.3126
895 10001 -1 22133.4 87.7353
896 10001 -1 6338.69 -54.2832
897 10001 1 8913.42 20.6848
898 10001 1 7090.82 -77.553
899 10001 -1 11474.6 31.3227
900 10001 -1 8098.89 35.0206
901 10001 -1 22104.3 -98.7215
902 10001 1 7058.63 96.4407
903 10001 -1 68052.1 -13.9518
904 10001 -1 5778.28 21.8105
905 10001 1 11927.8 83.4673
906 10001 1 5309.26 -33.1755
907 10001 1 10206.7 74.453
908 10001 1 15705.4 -82.8466
909 10001 -1 12286.0 -4.74206
910 10001 -1 6242.68 61.3327
911 10001 -1 26601.5 88.7844
912 10001 -1 8395.8 21.2327
913 10001 -1 11814.0 -9.80751
914 10001 -1 25165.2 -74.5895
915 10001 1 110001.0 18.3865
916 10001 1 15553.3 61.9708
917 10001 1 5257.81 75.3759
918 10001 1 5492.95 70.5277
919 10001 1 15387.2 26.8202
920 10001 -1 9962.56 -93.3842
921 10001 -1 8308.62 -38.9806
922 10001 1 5427.76 75.7496
923 10001 1 5466.16 69.2645
924 10001 -1 6301.01 29.8956
925 10001 1 11688.5 43.7816
926 10001 -1 8236.55 -20.8969
927 10001 1 8937.18 -36.3543
928 10001 -1 10146.7 -89.0646
929 10001 1 6412.01 -72.1662
930 10001 -1 5059.22 -55.6471
931 10001 1 13566.5 18.1692
932 10001 -1 5288.1 -85.7047
933 10001 -1 31949.3 6.78007
934 10001 1 6371.64 -25.8504
935 10001 -1 10248.4 34.0955
936 10001 1 16966.6 53.6979
937 10001 -1 5251.87 53.8736
938 10001 1 13557.7 6.95001
939 10001 -1 20253.0 -10.1682
940 10001 -1 772909.0 64.8905
941 10001 -1 5047.47 68.2095
942 10001 -1 7234.76 -92.6207
943 10001 1 11719.3 -38.2798
944 10001 -1 8706.41 26.4149
945 10001 -1 5315.48 7.00966
946 10001 -1 5206.23 20.0693
947 10001 -1 10986.0 -5.45208
948 10001 -1 59861.7 9.2244
949 10001 1 6441.23 -41.2727
950 10001 1 87902.6 -99.5586
951 10001 -1 6828.94 26.2028
952 10001 -1 6431.84 -93.0151
953 10001 -1 26101.2 -45.1484
954 10001 -1 9876.05 6.89863
955 10001 1 49325.8 74.1625
956 10001 1 7528.67 29.0498
957 10001 -1 5615.71 0.945341
958 10001 1 6755.3 -55.0073
959 10001 1 5892.57 54.3053
960 10001 -1 149196.0 -9.6487
961 10001 -1 7371.86 13.8586
962 10001 -1 14644.7 -83.3455
963 10001 1 6427.76 -6.96365
964 10001 -1 11120.5 23.4123
965 10001 -1 10830.0 -8.50359
966 10001 1 7238.79 7.57925
967 10001 1 6881.04 54.877
968 10001 -1 16558.0 -23.4088
969 10001 -1 6703.19 -67.7413
970 10001 -1 34682.9 21.1685
971 10001 1 18572.7 -95.0816
972 10001 1 21070.3 79.0629
973 10001 -1 9344.4 78.2682
974 10001 -1 38814.0 -50.8676
975 10001 1 48633.8 -96.552
976 10001 1 5698.42 17.2963
977 10001 1 17108.7 96.6878
978 10001 -1 5596.42 -12.0173
979 10001 1 5713.4 57.9521
980 10001 1 11774.3 -83.2493
981 10001 1 13466.0 -36.8876
982 10001 1 6578.87 13.3215
983 10001 -1 38337.4 94.8179
984 10001 1 8304.45 72.7267
985 10001 1 7392.79 -39.2091
986 10001 1 6872.89 -86.8796
987 10001 1 19832.8 93.4392
988 10001 1 8691.75 11.3018
989 10001 1 7298.88 93.0532
990 10001 -1 8091.29 -4.89068
991 10001 1 6391.43 48.6472
992 10001 -1 119776.0 90.0681
993 10001 -1 8609.2 -42.956
994 10001 1 35470.9 73.8876
995 10001 1 31426.9 12.8026
996 10001 1 101570.0 70.001
997 10001 -1 18566.2 -16.2635
998 10001 1 10242.3 -69.745
999 10001 1 10484.6 -86.6973
